"","NAME10","area"
"642","519.23",24776451.143158
"643","519.25",40905806.9274292
"644","522.08",40027151.243927
"645","527.08",86519188.6681519
"646","535.07",22370271.9981079
"647","535.09",34024696.6750488
"648","405",51339632.175415
"649","520.03",90765958.3309326
"650","521.18",21644328.721344
"652","413.04",63309163.4946594
"653","9900.02",120930033.537537
"654","417.04",141433876.323914
"655","519.27",121309110.064789
"656","417.03",1897445414.25208
"657","416.06",43535252.8466492
"658","409",49616065.8121338
"659","416.08",42363336.9787903
"660","416.01",27674330.9973755
"661","418.06",47081431.2217102
"662","419.05",40566651.668396
"663","419.04",50376022.196991
"664","417.01",31143636.5236206
"665","418.11",23968738.920166
"666","527.06",15389669.0623779
"667","527.07",35651564.3164368
"668","518.04",36282838.7128906
"669","518.03",53647673.0397034
"670","418.12",56899937.0993652
"671","536.02",25350970.25
"672","407",17198570.5812988
"673","419.03",20120389.781189
"674","522.06",5827143133.31497
"675","413.01",31540590.2633667
"676","535.05",36711101.151947
"677","537",561828363.654205
"678","420.01",67569907.9370117
"679","420.03",541644614.048279
"680","502",18231568675.6694
"681","505",64030829.2538452
"682","506",35898656.6174927
"683","507",62443084.7371521
"684","510",43254050.8496399
"685","414",45281310.8190918
"686","416.07",33310922.3500977
"687","410",38967956.413147
"688","519.13",35421832.4176331
"689","511",31380523.5462341
"690","513",33063494.4224854
"691","514",42632186.247406
"692","515",22136099.9161377
"693","517.01",31619203.9067688
"694","516.01",43400677.7791443
"695","526.03",35356595.8401184
"696","522.03",26815612.6421204
"697","519.05",26368365.1802063
"698","519.16",88483496.9699097
"699","520.07",174720455.335175
"700","519.17",56870474.6249695
"701","520.05",30007926.0877686
"702","503",23618566.5260925
"703","504.01",31805100.6448059
"704","504.02",38620129.1153564
"705","508",49609656.3432922
"706","519.14",35899041.7770691
"707","526.04",30649217.8819885
"708","526.07",34402230.5153503
"709","529.03",37252618.3485413
"710","533.02",62512906.9379272
"711","533.01",109308021.85318
"712","532.01",36258082.44104
"713","509",963510694.658142
"714","420.04",301548229.153137
"715","517.02",570647183.007568
"716","519.15",17497675.5664062
"717","518.02",27295344.8412781
"718","520.04",23324110.6821289
"719","512",44602053.9735107
"720","420.05",53853367.5677185
"721","520.06",35795812.961853
"722","402",22604224.3493347
"723","401",77445023.338623
"724","403",20806519.3779297
"725","408",32213552.8594055
"726","404",95914930.8303833
"727","412.02",11292878.6999817
"728","412.01",31918388.842926
"729","411",26137017.3544006
"730","415",28906501.8154297
"731","418.05",15991464.7101135
"732","516.02",29340175.5080261
"733","420.06",60935260.8329163
"734","526.06",35847025.6453857
"735","526.05",22079375.4069214
"736","519.12",28750969.8573914
"737","524.01",152333902.07724
"738","521.07",52985811.7455139
"739","521.08",146837111.050446
"740","529.04",44652984.5455933
"741","416.05",134157745.160309
"742","522.07",251849139.866333
"743","522.04",38253692.5587769
"744","538.02",26603609.417511
"745","419.01",723644921.686584
"746","521.04",105422250.720184
"747","521.05",242402208.509033
"748","523.01",95220233.7468567
"749","523.02",541235605.989532
"750","525.04",587694963.309387
"751","525.03",430519088.294312
"752","527.05",368204262.509491
"753","525.02",84849215.9738159
"754","531.02",53766756.8990479
"755","531.01",173164286.693939
"756","532.02",155300487.587708
"757","534",271337848.984314
"758","535.04",294985654.756287
"759","527.01",286770353.326538
"760","528.06",1400637130.04987
"761","528.03",128873865.455505
"762","528.04",220109062.34671
"763","9400.01",34094320.4048767
"764","9400.02",152388117.10434
"765","535.06",75229039.8754272
"766","538.01",625933412.517975
"767","538.03",471843986.359589
"768","501.02",2794231665.31836
"769","501.01",12297897065.2683
"770","519.18",2976052592.65524
"771","521.12",19437224.8490295
"772","521.13",29729048.5036926
"773","524.02",48429607.9046631
"774","528.05",158909684.858948
"775","418.08",241115788.44809
